name,place_id,restaurant_type,cuisine_type,address,rating,review_count,price_range,Phone_number,website,url,atmosphere,dietary_options,service_options,amenities
Wabisabi Sushi and Noodles Bar,160,Restaurant,African,"89/90 Oliver Plunkett St, Centre, Cork, T12 FT2R, Ireland",4.5,45,€10-25,+353 21 456 7890,https://www.google.com/url?q=http://www.wabisabicork.com/&opi=79508299&sa=U&ved=0ahUKEwiZkPCV6JiQAxVeZWwGHR0UG38Q61gIGigS&usg=AOvVaw2dyzU0qoqzsve045p1bpld,https://www.google.com/maps/place/Wabisabi+Sushi+and+Noodles+Bar/data=!4m7!3m6!1s0x484490106d5e9eff:0x85e00061f9e6e54b!8m2!3d51.8976351!4d-8.4725041!16s%2Fg%2F11b6p1t37y!19sChIJ_55ebRCQREgRS-Xm-WEA4IU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Fingas - Afro Restaurant and Lounge,161,Cafe,Sweets and Savory,"20 Pope's Quay, Shandon, Cork, T23 X568, Ireland",4.3,43,€20-35,+353 21 567 8901,https://www.google.com/url?q=https://fingasafrorestaurant.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb_listing&opi=79508299&sa=U&ved=0ahUKEwiH55mj6JiQAxWnRmwGHbuOAVYQ61gIGygS&usg=AOvVaw2jqqb2QfsmMvdf0Biuhkvd,https://www.google.com/maps/place/Fingas+-+Afro+Restaurant+and+Lounge/data=!4m7!3m6!1s0x484491d099dcd9af:0x615bc84091ce9808!8m2!3d51.9017576!4d-8.4773334!16s%2Fg%2F11vlw44cqx!19sChIJr9ncmdCRREgRCJjOkUDIW2E?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Coffee Central,162,Cafe,Irish,"Unit 27, English Market, Grand Parade, Centre, Cork, T12 V528, Ireland",4,40,€5-15,+353 87 567 8901,https://www.google.com/url?q=http://www.englishmarket.ie/traders/caferestaurant/coffeecentral/&opi=79508299&sa=U&ved=0ahUKEwj_mcWw6JiQAxU3S2cHHS3jDr4Q61gIGigS&usg=AOvVaw3K1GloO2B_AE8y2bg_XuqH,https://www.google.com/maps/place/Coffee+Central/data=!4m7!3m6!1s0x484490108efb8aff:0x9f783622bc0489b3!8m2!3d51.8980389!4d-8.4739233!16s%2Fg%2F11bbrp9jgq!19sChIJ_4r7jhCQREgRs4kEvCI2eJ8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Cafe Depeche,163,Restaurant,Thai,"19 Lancaster Quay, Mardyke, Cork, T12 XK40, Ireland",4.6,46,€5-15,+353 21 678 9012,https://www.google.com/url?q=http://www.cafedepeche.com/&opi=79508299&sa=U&ved=0ahUKEwjE6-G96JiQAxU2WHADHSZ2DAwQ61gIGigS&usg=AOvVaw3oDW1kFRAQ1oofx7TBR5L5,https://www.google.com/maps/place/Cafe+Depeche/data=!4m7!3m6!1s0x48449017931181ab:0xc566e9ecbbb6d476!8m2!3d51.8971211!4d-8.4826051!16s%2Fg%2F119x29lx6!19sChIJq4ERkxeQREgRdtS2u-zpZsU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Golden Elephant,164,Pub,Irish,"Mill House, W Douglas St, Douglas, Cork, T12 A7KT, Ireland",4.7,47,€20-35,+353 21 789 0123,https://www.google.com/url?q=https://www.g-thai.com/&opi=79508299&sa=U&ved=0ahUKEwj3pdnK6JiQAxXfbmwGHUJEJ_YQ61gIHCgS&usg=AOvVaw13KxWx5m7E__J281RbPO2v,https://www.google.com/maps/place/Golden+Elephant/data=!4m7!3m6!1s0x4844855a5e937053:0xb6255b1e9f7b0fde!8m2!3d51.8763374!4d-8.4400501!16s%2Fg%2F1q646jg0j!19sChIJU3CTXlqFREgR3g97nx5bJbY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Friars Walk Tavern,165,Restaurant,Japanese,"10 Friars Walk, Ballyphehane, Cork, T12 TH59, Ireland",4.6,46,€10-25,+353 21 890 1234,,https://www.google.com/maps/place/Friars+Walk+Tavern/data=!4m7!3m6!1s0x4844901c05872a1d:0x7a99f2d379fe7938!8m2!3d51.8910454!4d-8.4747112!16s%2Fg%2F1q629r5z1!19sChIJHSqHBRyQREgROHn-edPymXo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Koto,166,Restaurant,Irish,"6 Carey's Ln, Centre, Cork, T12 FH27, Ireland",4.6,46,€20-35,+353 86 890 1234,https://www.google.com/url?q=http://www.koto.ie/&opi=79508299&sa=U&ved=0ahUKEwjvwKDl6JiQAxXFXWwGHVkYDG0Q61gIGygS&usg=AOvVaw3cX63vWJBSUu7zEzi5JYds,https://www.google.com/maps/place/Koto/data=!4m7!3m6!1s0x484490105153a937:0x3b1d92ff7b9eeeb7!8m2!3d51.8989562!4d-8.4740205!16s%2Fg%2F11c6z11m27!19sChIJN6lTURCQREgRt-6ee_-SHTs?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
No.76,167,Cafe,Sweets and Savory,"76 S Mall, Centre, Cork, Ireland",4.3,43,€10-25,+353 21 901 2345,https://www.google.com/url?q=https://www.imperialhotelcork.com/No-76.html&opi=79508299&sa=U&ved=0ahUKEwidpZDz6JiQAxV0TWwGHSIDNssQ61gIFigS&usg=AOvVaw06TArQzkx-qZbWoeX5xDTz,https://www.google.com/maps/place/No.76/data=!4m7!3m6!1s0x484491ab0feca17f:0xe6e8bc72d117cc1b!8m2!3d51.8972143!4d-8.4700877!16s%2Fg%2F11h55mf62v!19sChIJf6HsD6uRREgRG8wX0XK86OY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Alchemy Coffee Cork at the Marina Market,168,Cafe,Irish,"Unit 08, Marina Commercial Park, Centre Park Rd, Ballintemple, Cork, Ireland",4.2,42,€5-15,+353 21 012 3456,https://www.google.com/url?q=https://alchemycoffeecork.com/&opi=79508299&sa=U&ved=0ahUKEwjQ1_P_6JiQAxWVSmwGHbPuPNYQ61gIFigO&usg=AOvVaw3ZttpO2xIgPYc64hNj_Bhi,https://www.google.com/maps/place/Alchemy+Coffee+Cork+at+the+Marina+Market/data=!4m7!3m6!1s0x48449bf687d6fd6d:0xda426eca6ab20893!8m2!3d51.8987046!4d-8.4517945!16s%2Fg%2F11tfzb_mbm!19sChIJbf3Wh_abREgRkwiyaspuQto?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
The Lee Café,169,Restaurant,Indian,"Wood View, 1 Lee Rd, Sunday's Well, Cork, Ireland",4.2,42,€5-15,+353 85 901 2345,https://www.google.com/url?q=https://instagram.com/theleecafe&opi=79508299&sa=U&ved=0ahUKEwjdneuM6ZiQAxV7TmwGHa4_EWQQ61gIFigO&usg=AOvVaw24JiG5hC_mwCRDMZJqJHuu,https://www.google.com/maps/place/The+Lee+Caf%C3%A9/data=!4m7!3m6!1s0x484491d148c1c9d5:0x9c105fe490851ab6!8m2!3d51.8952938!4d-8.5053689!16s%2Fg%2F11vd7d1rlz!19sChIJ1cnBSNGRREgRthqFkORfEJw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Brick Lane,170,Street Food,Middle Eastern,"1-3 S Main St, Centre, Cork, T12 DP74, Ireland",4.2,42,€10-25,+353 21 123 4567,https://www.google.com/url?q=http://www.bricklane.ie/&opi=79508299&sa=U&ved=0ahUKEwi0m66a6ZiQAxVOa2wGHcL1IJEQ61gIGygS&usg=AOvVaw1yRjWAbDT-Ymk1we4gyHVY,https://www.google.com/maps/place/Brick+Lane/data=!4m7!3m6!1s0x48449010c9a88681:0xc761187509c624ed!8m2!3d51.8981089!4d-8.4771513!16s%2Fg%2F11byl69xxr!19sChIJgYaoyRCQREgR7STGCXUYYcc?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
LovingSalads,171,Cafe,Irish,"15 Academy St, Centre, Cork, T12 PW02, Ireland",4.8,48,€10-25,+353 21 234 5678,https://www.google.com/url?q=http://www.lovingsalads.com/&opi=79508299&sa=U&ved=0ahUKEwjnnfWn6ZiQAxUkcGwGHTHPJmsQ61gIGigS&usg=AOvVaw3w6kIlEB0BywaKbm81u1Ln,https://www.google.com/maps/place/LovingSalads/data=!4m7!3m6!1s0x484490104f57edc7:0xd909258e3ddefb1a!8m2!3d51.8988766!4d-8.4732301!16s%2Fg%2F11bw61gm2v!19sChIJx-1XTxCQREgRGvvePY4lCdk?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Nosh 19,172,Restaurant,Italian,"19 Princes St, Centre, Cork, T12 W718, Ireland",4.1,41,€10-25,+353 21 345 6789,https://www.google.com/url?q=http://www.nosh19.ie/&opi=79508299&sa=U&ved=0ahUKEwiq4t-06ZiQAxXETmwGHab4ClsQ61gIGigS&usg=AOvVaw15FPXdqt9u7rIzqWbwthpO,https://www.google.com/maps/place/Nosh+19/data=!4m7!3m6!1s0x4844901a9d30b94d:0x9e27de5cc5d66012!8m2!3d51.8969205!4d-8.4729607!16s%2Fg%2F1tcv0vc0!19sChIJTbkwnRqQREgREmDWxVzeJ54?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
BarBarossa Oliver Plunkett Street,173,Cafe,Sweets and Savory,"72-73 Oliver Plunkett St, Centre, Cork, Ireland",4.3,43,€10-25,+353 83 345 6789,https://www.google.com/url?q=https://barbarossa.ie/&opi=79508299&sa=U&ved=0ahUKEwjC1arC6ZiQAxUbRmwGHcYiEogQ61gIFigO&usg=AOvVaw3x49ksMSN5YIzuqxXHs8QO,https://www.google.com/maps/place/BarBarossa+Oliver+Plunkett+Street/data=!4m7!3m6!1s0x4844901086e539c9:0x3f4a2ad3598e1675!8m2!3d51.8972857!4d-8.4742771!16s%2Fg%2F1pzrws24y!19sChIJyTnlhhCQREgRdRaOWdMqSj8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Cork Coffee Roasters Cafe,174,Pub,Irish,"Central Stores, 85 Ballyhooly Rd, Montenotte, Cork, T23 YD82, Ireland",4.7,47,€5-15,+353 21 456 7890,https://www.google.com/url?q=http://www.corkcoffeeroasters.ie/&opi=79508299&sa=U&ved=0ahUKEwj01efP6ZiQAxVOT2cHHQBUItMQ61gIGigS&usg=AOvVaw2w0nEjmQT2i7D9FIyV0R-i,https://www.google.com/maps/place/Cork+Coffee+Roasters+Cafe/data=!4m7!3m6!1s0x48449bcaccdb7cf5:0x5dad493f2080e04c!8m2!3d51.9047355!4d-8.4575485!16s%2Fg%2F11swznf11g!19sChIJ9XzbzMqbREgRTOCAID9JrV0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
John Henchy & Sons,175,Kiosk,Irish,"40 Wellington Rd, St Luke's, Cork, Ireland",4.6,46,€10-25,+353 21 567 8901,https://www.google.com/url?q=https://www.facebook.com/HenchysBar/&opi=79508299&sa=U&ved=0ahUKEwjn_6_d6ZiQAxUDS2wGHW6tJEEQ61gIGygS&usg=AOvVaw2HHNLcABBe4rATxnPEWpeB,https://www.google.com/maps/place/John+Henchy+%26+Sons/data=!4m7!3m6!1s0x4844900a6d76274b:0xc8271283456d8285!8m2!3d51.9046673!4d-8.458003!16s%2Fg%2F1tg861hg!19sChIJSyd2bQqQREgRhYJtRYMSJ8g?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
5 Points Kiosk,176,Cafe,Irish,"The Showgrounds, Monahan Rd, Ballintemple, Cork, Ireland",4.5,45,€5-15,+353 87 567 8901,https://www.google.com/url?q=http://5points.ie/&opi=79508299&sa=U&ved=0ahUKEwj9ycHq6ZiQAxXtamwGHbj5Er4Q61gIFigO&usg=AOvVaw1OtGzznntonkqwxJlRpFeC,https://www.google.com/maps/place/5+Points+Kiosk/data=!4m7!3m6!1s0x48449b0d4b6494dd:0xa84a7a83198d1832!8m2!3d51.8986408!4d-8.4386503!16s%2Fg%2F11sbd5xtpl!19sChIJ3ZRkSw2bREgRMhiNGYN6Sqg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Annie Mac's,177,Cafe,Irish,"27 Bandon Rd, Denroches Cross, Cork, Ireland",4.5,45,€10-25,+353 21 678 9012,,https://www.google.com/maps/place/Annie+Mac%27s/data=!4m7!3m6!1s0x48449023e713baad:0x58b7f513deeb3fcb!8m2!3d51.8906981!4d-8.4881106!16s%2Fg%2F11bw628vxd!19sChIJrboT5yOQREgRyz_r3hP1t1g?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Unknown,178,Pub,Irish,Address not available,,47,€10-25,+353 21 789 0123,https://www.google.com/url?q=http://www.kielys.ie/&opi=79508299&sa=U&ved=0ahUKEwi32Z6E6piQAxV2R2wGHWWLHr8Q61gIGigS&usg=AOvVaw123G-0yLxmVGRhpYnVL7fV,https://www.google.com/maps/place/Kielys/data=!4m7!3m6!1s0x4844900fa2ec8e8d:0x1a6b59ca653ee9a8!8m2!3d51.898722!4d-8.4681172!16s%2Fg%2F11g230_kc_!19sChIJjY7sog-QREgRqOk-ZcpZaxo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Dine-in,
Blue Café,179,Street Food,Continental,"4 French Church St, Centre, Cork, T12 AE4X, Ireland",4.6,46,€5-15,+353 21 890 1234,,https://www.google.com/maps/place/Blue+Caf%C3%A9/data=!4m7!3m6!1s0x484491ecd0870977:0x8a821f8b49911073!8m2!3d51.8992056!4d-8.4737402!16s%2Fg%2F11v9mwsmzs!19sChIJdwmH0OyRREgRcxCRSYsfgoo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Pa Johnson's,180,Pizzeria,Italian,"11 Devonshire St, Shandon, Cork, Ireland",4.3,43,€10-25,+353 86 890 1234,https://www.google.com/url?q=https://www.facebook.com/pages/PA%2520Johnson%27s/178113412224364/&opi=79508299&sa=U&ved=0ahUKEwi7tZz76piQAxVzWXADHXfmKysQ61gIFigS&usg=AOvVaw1CVKtH72aOOz9r8CC27trl,https://www.google.com/maps/place/Pa+Johnson%27s/data=!4m7!3m6!1s0x4844900e022541b9:0x780df9a9694735a0!8m2!3d51.9019542!4d-8.4730825!16s%2Fg%2F11bbrfzwb4!19sChIJuUElAg6QREgRoDVHaan5DXg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Hungry Hippo Cork,181,Cafe,Middle Eastern,"1 Courthouse St, Centre, Cork, T12 RY60, Ireland",4.2,42,€10-25,+353 21 901 2345,https://www.google.com/url?q=https://hippocork.com/&opi=79508299&sa=U&ved=0ahUKEwjZufmH65iQAxXQbmwGHSThL40Q61gIFigO&usg=AOvVaw3pqufolFTcTtp28ebGl6ac,https://www.google.com/maps/place/Hungry+Hippo+Cork/data=!4m7!3m6!1s0x4844916341fd9b11:0xa471925c46afef70!8m2!3d51.8977851!4d-8.479445!16s%2Fg%2F11wmyw0cf6!19sChIJEZv9QWORREgRcO-vRlyScaQ?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Pompeii Pizza,182,Restaurant,Japanese,"14B N Mall, Sunday's Well, Cork, T23 RHW2, Ireland",4.6,46,€10-25,+353 21 012 3456,https://www.google.com/url?q=https://www.pompeiipizza.ie/&opi=79508299&sa=U&ved=0ahUKEwjP5K2V65iQAxXEUWwGHaFPMQUQ61gIGigS&usg=AOvVaw14lHqty52jIKEy-CBoFMy4,https://www.google.com/maps/place/Pompeii+Pizza/data=!4m7!3m6!1s0x484491017385115d:0x39260cd84af22c24!8m2!3d51.9011811!4d-8.48216!16s%2Fg%2F11fgm3x25z!19sChIJXRGFcwGRREgRJCzyStgMJjk?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Izz Cafe,183,Cafe,Irish,"13-14 George's Quay, Ballintemple, Cork, T12 EY24, Ireland",4.8,48,€5-15,+353 85 901 2345,https://www.google.com/url?q=http://www.izz.ie/&opi=79508299&sa=U&ved=0ahUKEwjlzLqi65iQAxXFSWwGHQ7LAa4Q61gIGygS&usg=AOvVaw2XSi7jSqnEeFMQ2uiG5V5u,https://www.google.com/maps/place/Izz+Cafe/data=!4m7!3m6!1s0x48449147396b99d7:0x3460c495d89dcb88!8m2!3d51.8952147!4d-8.4716079!16s%2Fg%2F11h12r40h1!19sChIJ15lrOUeRREgRiMud2JXEYDQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Sakura Cuisine,184,Pub,Irish,"38 MacCurtain Street, Victorian Quarter, Cork, T23 N772, Ireland",4.3,43,€20-35,+353 21 123 4567,https://www.google.com/url?q=http://www.sakurajapaneserestaurant.ie/&opi=79508299&sa=U&ved=0ahUKEwiUgLuw65iQAxUwcGwGHVBmHxUQ61gIGygS&usg=AOvVaw204NUeDGKG3bs8Xsmq1oaO,https://www.google.com/maps/place/Sakura+Cuisine/data=!4m7!3m6!1s0x4844900e6ee337c1:0x8f9bcae108926318!8m2!3d51.9016781!4d-8.4692833!16s%2Fg%2F1s04g46xx!19sChIJwTfjbg6QREgRGGOSCOHKm48?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Lulu's @ the Lough,185,Pub,Irish,"Lough Rd, The Lough, Cork, T12 HD66, Ireland",4.6,46,€5-15,+353 21 234 5678,,https://www.google.com/maps/place/Lulu%27s+@+the+Lough/data=!4m7!3m6!1s0x48449120efb1825b:0x21ba800cb4f2bfbf!8m2!3d51.8859329!4d-8.4858341!16s%2Fg%2F11t3hw7nzf!19sChIJW4Kx7yCRREgRv7_ytAyAuiE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery, Kerbside pickup",Bar
Elbow Lane Brew and Smoke House,186,Cafe,Sweets and Savory,"4 Oliver Plunkett St, Centre, Cork, T12 YH24, Ireland",4.8,48,€10-25,+353 21 345 6789,https://www.google.com/url?q=http://elbowlane.ie/&opi=79508299&sa=U&ved=0ahUKEwiZ8ojL65iQAxVaTmwGHQ64M_oQ61gIFygS&usg=AOvVaw3c3TB_5-XezRYrQEykJu0W,https://www.google.com/maps/place/Elbow+Lane+Brew+and+Smoke+House/data=!4m7!3m6!1s0x4844900f990861a1:0x9085c391b665130c!8m2!3d51.8984285!4d-8.4679469!16s%2Fg%2F11b6j9p5b8!19sChIJoWEImQ-QREgRDBNltpHDhZA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Hannah Barretts,187,Deli,Continental,"31 Quaker Rd, Turners Cross, Cork, T12 CH58, Ireland",4.5,45,€10-25,+353 83 345 6789,,https://www.google.com/maps/place/Hannah+Barretts/data=!4m7!3m6!1s0x4844901b7ce8f439:0xb27fc0bb9d021675!8m2!3d51.891916!4d-8.4716301!16s%2Fg%2F11b8tx063k!19sChIJOfTofBuQREgRdRYCnbvAf7I?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Thrive Coffee,188,Bakery,French,"Curraheen Rd, Cork, T12 XH50, Ireland",4.7,47,€5-15,+353 21 456 7890,,https://www.google.com/maps/place/Thrive+Coffee/data=!4m7!3m6!1s0x48448f026998037f:0xca2eb4e4636572b7!8m2!3d51.8791752!4d-8.5207857!16s%2Fg%2F11ssfb199n!19sChIJfwOYaQKPREgRt3JlY-S0Lso?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Brown's Brasserie Cork at Brown Thomas,189,Street Food,American,"Brown Thomas Cork - Level 2, 18-21 St Patrick's St, Co. Cork, T12 HC60, Ireland",4.4,44,€20-35,+353 21 567 8901,https://www.google.com/url?q=http://www.brownsbrasserie.ie/&opi=79508299&sa=U&ved=0ahUKEwjd8sjz65iQAxUuT2wGHRWnFCwQ61gIGygS&usg=AOvVaw1AEB4fQMmWbg4qH6-Kn4Gc,https://www.google.com/maps/place/Brown%27s+Brasserie+Cork+at+Brown+Thomas/data=!4m7!3m6!1s0x484491629ad250e1:0x1585837ff19b8862!8m2!3d51.8988989!4d-8.4707387!16s%2Fg%2F11s98c_wcp!19sChIJ4VDSmmKRREgRYoib8X-DhRU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Cameron Bakery,190,Pub,Irish,"25 Washington Street West, Centre, Cork, T12 D853, Ireland",4.5,45,€5-15,+353 87 567 8901,https://www.google.com/url?q=http://www.cameronbakery.com/&opi=79508299&sa=U&ved=0ahUKEwjBsLmE7JiQAxV6TWwGHUHwCKwQ61gIGigS&usg=AOvVaw01xOBx64PfSOo30NytQw_r,https://www.google.com/maps/place/Cameron+Bakery/data=!4m7!3m6!1s0x4844901773f0cb07:0xf0e03153a0ba3efb!8m2!3d51.8975373!4d-8.4801998!16s%2Fg%2F11f3gc7jt_!19sChIJB8vwcxeQREgR-z66oFMx4PA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Shake Dog,191,Pub,Irish,"97-98 S Main St, Centre, Cork, T12 DX53, Ireland",4.1,41,€10-25,+353 21 431 3076,https://www.google.com/url?q=http://www.easydish.ie/selectOrderType%3FrId%3D1384&opi=79508299&sa=U&ved=0ahUKEwiEv8uR7JiQAxXSQ2cHHQqeCnIQ61gIGigS&usg=AOvVaw0amdShKNszNvti1frH0j_U,https://www.google.com/maps/place/Shake+Dog/data=!4m7!3m6!1s0x48449010cbcf4a37:0xaf6d14c38057d5a8!8m2!3d51.8981214!4d-8.4773543!16s%2Fg%2F11bx4c7q4h!19sChIJN0rPyxCQREgRqNVXgMMUba8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Cissie Youngs,192,Restaurant,Japanese,"80 Bandon Rd, The Lough, Cork, T12 DX34, Ireland",4.6,46,€10-25,+353 21 427 2758,,https://www.google.com/maps/place/Cissie+Youngs/data=!4m7!3m6!1s0x48449023e6fbb7fb:0x711de58f3dbf1888!8m2!3d51.8910571!4d-8.4879792!16s%2Fg%2F1ptyfcpbr!19sChIJ-7f75iOQREgRiBi_PY_lHXE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Gables,193,Cafe,Sweets and Savory,"32 Douglas St, Ballintemple, Cork, T12 AH21, Ireland",4.5,45,€10-25,+353 21 427 4024,https://www.google.com/url?q=http://www.thegablesbar.com/&opi=79508299&sa=U&ved=0ahUKEwiD0s2r7JiQAxXOSWwGHVRqObUQ61gIFigS&usg=AOvVaw1255blAG1exhdn1FdYHVdp,https://www.google.com/maps/place/The+Gables/data=!4m7!3m6!1s0x4844901b3766aa23:0x97ec2da70e4d37ac!8m2!3d51.8933447!4d-8.4701928!16s%2Fg%2F1tg6pj9b!19sChIJI6pmNxuQREgRrDdNDqct7Jc?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,"Bar, Live music"
Reiwa Japanese Restaurant,194,Cafe,Irish,"40 Paul St, Centre, Cork, T12 AH90, Ireland",4.3,43,€20-35,+353 21 455 0050,https://www.google.com/url?q=http://www.reiwacork.ie/&opi=79508299&sa=U&ved=0ahUKEwjy3uK27JiQAxUTT2cHHUe8MKkQ61gIGygS&usg=AOvVaw2iGRTTkyh1UakXudu5qZUC,https://www.google.com/maps/place/Reiwa+Japanese+Restaurant/data=!4m7!3m6!1s0x4844918d62eedb17:0x723b06c6d2b8dae7!8m2!3d51.899469!4d-8.4740958!16s%2Fg%2F11ssskwgvf!19sChIJF9vuYo2RREgR59q40sYGO3I?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Filter Espresso and Brew Bar,195,Pub,Irish,"Paradise Pl, S Main St, Centre, Cork, Ireland",4.6,46,€5-15,+353 21 496 5848,,https://www.google.com/maps/place/Filter+Espresso+and+Brew+Bar/data=!4m7!3m6!1s0x484491e641c694f9:0xb04d9e43cc92c49c!8m2!3d51.8982895!4d-8.4771845!16s%2Fg%2F11tj8t41b5!19sChIJ-ZTGQeaRREgRnMSSzEOeTbA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Goldbergs,196,Street Food,Continental,"4 Victoria Rd, Centre, Cork, T12 HA2F, Ireland",4.4,44,€10-25,+353 21 450 2266,https://www.google.com/url?q=https://goldbergs.ie/&opi=79508299&sa=U&ved=0ahUKEwjrpdfU7JiQAxXBd2wGHZrJIrYQ61gIFygS&usg=AOvVaw0vZ1Fq-jZU06ucUI-NOQMS,https://www.google.com/maps/place/Goldbergs/data=!4m7!3m6!1s0x4844900af35e58bf:0xe63100840edfd3f!8m2!3d51.8980137!4d-8.4608941!16s%2Fg%2F11b6b5gyg2!19sChIJv1he8wqQREgRP_3tQAgQYw4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Sin é,197,Restaurant,Italian,"8 Coburg St, Victorian Quarter, Cork, T23 KF5N, Ireland",4.7,47,€10-25,+353 21 427 0001,https://www.google.com/url?q=https://corkheritagepubs.com/pub/sin-e/&opi=79508299&sa=U&ved=0ahUKEwjFqcHh7JiQAxWxW2wGHdm_DicQ61gIGigS&usg=AOvVaw1BHV1m-0GrdIfiNfglNUpF,https://www.google.com/maps/place/Sin+%C3%A9/data=!4m7!3m6!1s0x4844900e054c5fa3:0x4577457c62a42a2f!8m2!3d51.9017208!4d-8.471069!16s%2Fg%2F1tdb87h6!19sChIJo19MBQ6QREgRLyqkYnxFd0U?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Dips,198,Cafe,Irish,"Dornan's Yard, The Black Market, Monahan Rd, Ballintemple, Cork, T12 NXN1, Ireland",4.7,47,€10-25,+353 21 436 5241,https://www.google.com/url?q=https://dipscork.ie/&opi=79508299&sa=U&ved=0ahUKEwjm4Lnv7JiQAxXqTmwGHezkH2MQ61gIGigS&usg=AOvVaw2l92FL5Aje_csyuBusQv3g,https://www.google.com/maps/place/Dips/data=!4m7!3m6!1s0x48449b51bc61e115:0x6130911f3cf6041e!8m2!3d51.8962332!4d-8.4439417!16s%2Fg%2F11pdrcsw0k!19sChIJFeFhvFGbREgRHgT2PB-RMGE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Palmento,199,Bistro,Japanese,"2 Church St, Douglas, Cork, Ireland",4.6,46,€20-35,+353 21 490 1848,https://www.google.com/url?q=http://www.palmento.ie/&opi=79508299&sa=U&ved=0ahUKEwjZu9r87JiQAxWUUGcHHcx4DcEQ61gIGygS&usg=AOvVaw0Cek7lYwKdF6_TgtKVLHbj,https://www.google.com/maps/place/Palmento/data=!4m7!3m6!1s0x4844855af638243b:0xba845b1ee92a3c62!8m2!3d51.8771974!4d-8.4366212!16s%2Fg%2F11c3k68qph!19sChIJOyQ49lqFREgRYjwq6R5bhLo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
